* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, , L, volume: no control. Timing signal peak level -44.8 dBFS, measurement signal peak level -36.3 dBFS
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Jul 28, 2026 6:43:41 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; gauche :0.773 du mur gauche 0,539 mur arriere droite: 3.219 du mur gauche 0.515 mur arriere Delay -0.2758 ms (-95 mm, -3.72 in) using estimated IR delay relative to Acoustic reference played from  R with no timing offset
* Measurement: L baseline Jul 28
* Smoothing: 1/12 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
2046.259169 75.158 98.6736
2061.087206 75.306 94.9797
2076.022694 75.387 91.1145
2091.066410 75.412 87.0703
2106.219139 75.372 82.9429
2121.481671 75.254 78.9541
2136.854802 75.023 75.5288
2152.339333 74.647 73.6704
2167.936071 74.128 74.9392
2183.645829 73.531 80.1924
2199.469427 72.954 87.3901
2215.407689 72.467 92.9734
2231.461446 72.072 95.7896
2247.631536 71.732 96.8792
2263.918800 71.419 97.6692
2280.324089 71.145 99.2922
2296.848258 70.958 102.4956
2313.492167 70.920 107.5217
2330.256685 71.072 113.3284
2347.142685 71.377 117.8289
2364.151049 71.737 119.9019
2381.282662 72.070 120.0061
2398.538418 72.344 119.2102
2415.919216 72.563 118.6414
2433.425962 72.774 119.5349
2451.059570 73.066 122.8625
2468.820958 73.528 128.0940
2486.711052 74.165 132.6357
2504.730786 74.884 134.1575
2522.881098 75.561 132.4734
2541.162934 76.105 128.5667
2559.577248 76.468 123.4270
2578.125000 76.617 117.7708
2596.807157 76.545 112.1924
2615.624692 76.284 107.1562
2634.578586 75.903 102.8274
2653.669829 75.459 99.1060
2672.899414 74.986 95.8499
2692.268345 74.490 92.9880
2711.777632 73.955 90.4878
2731.428290 73.345 88.4973
2751.221345 72.642 87.4309
2771.157829 71.886 87.7363
2791.238781 71.163 89.7910
2811.465248 70.582 93.8755
2831.838284 70.231 100.0667
2852.358952 70.131 107.6643
2873.028321 70.217 114.8931
2893.847468 70.377 120.5105
2914.817480 70.538 125.3767
2935.939449 70.715 131.4822
2957.214476 70.992 139.5549
2978.643672 71.449 147.3411
3000.228152 72.092 151.9688
3021.969041 72.853 152.9246
3043.867475 73.646 151.1121
3065.924593 74.386 147.3679
3088.141547 74.996 142.1799
3110.519493 75.399 135.8765
3133.059600 75.536 128.9084
3155.763041 75.377 121.8911
3178.631001 74.927 115.5454
3201.664672 74.228 110.6714
3224.865254 73.352 108.3386
3248.233957 72.412 110.0132
3271.771999 71.554 116.7908
3295.480608 70.893 127.1494
3319.361019 70.429 136.6626
3343.414477 70.086 143.2817
3367.642236 69.821 148.5764
3392.045560 69.684 154.3806
3416.625721 69.763 161.0088
3441.383999 70.096 167.1309
3466.321686 70.614 170.7883
3491.440082 71.172 171.1255
3516.740496 71.632 168.7529
3542.224247 71.893 164.8003
3567.892664 71.903 160.4067
3593.747085 71.658 156.6614
3619.788858 71.210 154.5793
3646.019340 70.649 155.1724
3672.439900 70.091 159.4963
3699.051913 69.678 167.7039
3725.856768 69.542 177.8567
3752.855862 69.722 -173.3611
3780.050603 70.131 -168.3452
3807.442408 70.599 -167.3352
3835.032705 70.959 -169.2173
3862.822933 71.105 -172.4595
3890.814540 71.004 -175.4382
3919.008986 70.679 -176.3977
3947.407741 70.218 -173.5430
3976.012284 69.761 -166.1667
4004.824108 69.428 -156.3745
4033.844715 69.252 -147.7996
4063.075616 69.194 -141.9521
4092.518337 69.218 -138.1523
4122.174412 69.323 -135.4722
4152.045387 69.499 -133.6711
4182.132820 69.684 -132.8806
4212.438278 69.778 -132.9749
4242.963342 69.686 -133.3042
4273.709604 69.370 -132.6504
4304.678665 68.907 -129.5789
4335.872141 68.473 -123.2935
4367.291658 68.269 -114.5103
4398.938854 68.394 -105.6045
4430.815378 68.793 -98.9021
4462.922893 69.338 -95.0596
4495.263072 69.923 -93.4617
4527.837601 70.480 -93.3103
4560.648179 70.945 -94.0356
4593.696515 71.245 -95.0840
4626.984334 71.336 -95.4890
4660.513370 71.243 -93.8433
4694.285371 71.068 -89.0647
4728.302098 70.937 -81.9512
4762.565324 70.906 -75.1726
4797.076835 70.949 -70.4868
4831.838432 71.036 -67.5759
4866.851925 71.168 -65.6218
4902.119140 71.336 -64.2437
4937.641916 71.516 -63.2861
4973.422105 71.694 -62.4324
5009.461572 71.890 -61.4060
5045.762195 72.111 -60.3091
5082.325868 72.314 -59.4360
5119.154496 72.435 -58.6772
5156.250000 72.464 -57.3933
5193.614313 72.457 -54.9807
5231.249383 72.503 -51.5388
5269.157173 72.637 -47.9143
5307.339658 72.801 -44.8555
5345.798829 72.905 -42.1604
5384.536691 72.922 -38.7844
5423.555263 72.919 -33.9724
5462.856580 72.988 -28.3337
5502.442691 73.168 -23.3359
5542.315659 73.425 -19.9097
5582.477563 73.710 -17.9536
5622.930497 74.001 -16.9114
5663.676569 74.288 -16.5381
5704.717904 74.527 -16.8931
5746.056642 74.641 -17.7280
5787.694937 74.574 -18.2817
5829.634960 74.323 -17.6633
5871.878898 73.944 -15.3843
5914.428953 73.525 -11.4626
5957.287343 73.158 -6.4846
6000.456303 72.889 -1.6345
6043.938083 72.681 2.1921
6087.734950 72.453 5.2153
6131.849187 72.160 8.4810
6176.283094 71.824 13.1040
6221.038987 71.518 19.8438
6266.119200 71.343 28.4639
6311.526083 71.376 37.3865
6357.262002 71.612 44.6296
6403.329344 71.955 49.2568
6449.730508 72.271 51.6455
6496.467914 72.462 52.8508
6543.543998 72.511 54.2188
6590.961215 72.481 57.0378
6638.722037 72.490 62.0693
6686.828954 72.634 68.8989
6735.284473 72.934 75.8130
6784.091120 73.304 80.9641
6833.251441 73.594 83.7178
6882.767998 73.679 84.8198
6932.643372 73.530 85.5742
6982.880164 73.213 86.8704
7033.480992 72.824 88.8801
7084.448495 72.428 91.5103
7135.785329 72.059 94.8669
7187.494171 71.744 99.1416
7239.577717 71.501 104.2065
7292.038681 71.307 109.7380
7344.879799 71.123 115.7935
7398.103826 70.963 122.5466
7451.713536 70.893 129.4158
7505.711724 70.940 135.3643
7560.101205 71.058 139.9746
