* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, , L, volume: no control. Timing signal peak level -40.9 dBFS, measurement signal peak level -33.5 dBFS
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Jul 7, 2026 3:57:39 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: droite 10 gauche 11 Delay -0.0840 ms (-29 mm, -1.13 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: L+R retour sans eq Jul 7
* Smoothing: 1/12 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1931.411466 77.257 -77.0430
1945.407270 77.125 -81.4465
1959.504493 76.748 -85.6611
1973.703870 76.226 -88.7922
1988.006142 75.701 -90.3582
2002.412054 75.322 -90.0342
2016.922357 75.217 -87.5708
2031.537808 75.437 -83.4343
2046.259169 75.910 -79.4407
2061.087206 76.466 -77.7292
2076.022694 76.940 -78.9604
2091.066410 77.257 -82.3105
2106.219139 77.421 -86.7598
2121.481671 77.461 -91.7236
2136.854802 77.398 -96.9307
2152.339333 77.248 -102.1140
2167.936071 77.043 -107.0200
2183.645829 76.822 -111.5635
2199.469427 76.611 -115.9543
2215.407689 76.384 -120.5828
2231.461446 76.077 -125.5330
2247.631536 75.647 -130.3574
2263.918800 75.123 -134.3210
2280.324089 74.578 -136.5125
2296.848258 74.086 -135.1350
2313.492167 73.716 -125.8657
2330.256685 73.545 -104.5618
2347.142685 73.625 -83.1318
2364.151049 73.951 -73.4402
2381.282662 74.472 -71.6145
2398.538418 75.115 -73.6013
2415.919216 75.802 -77.5547
2433.425962 76.471 -82.6519
2451.059570 77.076 -88.5017
2468.820958 77.587 -94.8362
2486.711052 77.997 -101.4565
2504.730786 78.308 -108.2302
2522.881098 78.527 -115.0767
2541.162934 78.664 -122.0012
2559.577248 78.717 -129.0774
2578.125000 78.675 -136.3059
2596.807157 78.523 -143.6028
2615.624692 78.252 -150.7825
2634.578586 77.874 -157.6062
2653.669829 77.417 -163.9377
2672.899414 76.915 -169.8386
2692.268345 76.385 -175.5571
2711.777632 75.812 178.7969
2731.428290 75.166 173.4453
2751.221345 74.442 168.8132
2771.157829 73.673 165.5789
2791.238781 72.943 164.8894
2811.465248 72.343 168.8662
2831.838284 71.926 -179.8782
2852.358952 71.682 -163.0081
2873.028321 71.581 -148.3391
2893.847468 71.627 -139.2527
2914.817480 71.883 -133.7634
2935.939449 72.416 -129.7615
2957.214476 73.218 -127.1729
2978.643672 74.183 -127.4021
3000.228152 75.142 -131.2004
3021.969041 75.943 -138.1433
3043.867475 76.498 -146.8357
3065.924593 76.793 -154.8933
3088.141547 76.848 -158.6404
3110.519493 76.688 -153.2202
3133.059600 76.347 -140.3083
3155.763041 75.894 -132.6899
3178.631001 75.416 -133.5046
3201.664672 74.984 -138.9668
3224.865254 74.599 -146.6985
3248.233957 74.210 -155.5471
3271.771999 73.775 -164.5759
3295.480608 73.322 -172.8843
3319.361019 72.953 -179.5425
3343.414477 72.796 176.4570
3367.642236 72.884 177.3064
3392.045560 73.099 -170.9146
3416.625721 73.265 -145.6677
3441.383999 73.269 -129.9321
3466.321686 73.100 -128.4617
3491.440082 72.816 -132.2463
3516.740496 72.519 -136.5723
3542.224247 72.352 -140.1436
3567.892664 72.432 -143.8738
3593.747085 72.751 -149.2063
3619.788858 73.183 -156.8357
3646.019340 73.578 -166.5974
3672.439900 73.836 -177.8984
3699.051913 73.910 169.7886
3725.856768 73.781 156.7793
3752.855862 73.457 143.2932
3780.050603 72.981 129.4209
3807.442408 72.415 114.9207
3835.032705 71.815 99.2283
3862.822933 71.229 81.7183
3890.814540 70.699 61.7227
3919.008986 70.272 38.4714
3947.407741 70.012 11.1499
3976.012284 69.966 -20.1428
4004.824108 70.119 -52.6389
4033.844715 70.396 -82.3179
4063.075616 70.710 -106.7866
4092.518337 71.016 -123.0554
4122.174412 71.326 -107.9844
4152.045387 71.649 -38.1055
4182.132820 71.957 -39.5334
4212.438278 72.203 -54.6536
4242.963342 72.328 -73.5244
4273.709604 72.280 -93.7795
4304.678665 72.075 -113.9258
4335.872141 71.793 -133.1748
4367.291658 71.505 -151.5679
4398.938854 71.240 -170.1709
4430.815378 71.016 169.0435
4462.922893 70.852 144.8955
4495.263072 70.739 117.9402
4527.837601 70.631 90.3477
4560.648179 70.498 65.2646
4593.696515 70.374 45.6523
4626.984334 70.329 35.8076
4660.513370 70.417 48.7205
4694.285371 70.642 92.0679
4728.302098 70.947 110.0659
4762.565324 71.249 108.3770
4797.076835 71.498 99.4739
4831.838432 71.700 88.2102
4866.851925 71.911 77.0251
4902.119140 72.200 66.9241
4937.641916 72.570 58.1172
4973.422105 72.947 50.6208
5009.461572 73.257 44.6868
5045.762195 73.512 41.1301
5082.325868 73.794 40.0808
5119.154496 74.152 39.4995
5156.250000 74.541 36.6060
5193.614313 74.877 30.5515
5231.249383 75.105 22.4263
5269.157173 75.244 13.7114
5307.339658 75.333 5.4165
5345.798829 75.373 -1.3850
5384.536691 75.360 -3.9346
5423.555263 75.331 3.4341
5462.856580 75.337 21.5889
5502.442691 75.400 33.9434
5542.315659 75.500 35.0930
5582.477563 75.583 30.6743
5622.930497 75.602 24.5273
5663.676569 75.542 19.1104
5704.717904 75.449 16.7173
5746.056642 75.430 18.9375
5787.694937 75.570 24.2424
5829.634960 75.841 28.2620
5871.878898 76.139 28.3774
5914.428953 76.353 24.5745
5957.287343 76.385 18.0737
6000.456303 76.173 10.6118
6043.938083 75.721 3.8647
6087.734950 75.102 -0.8538
6131.849187 74.426 -2.6331
6176.283094 73.806 -1.2739
6221.038987 73.346 2.4124
6266.119200 73.113 6.9390
6311.526083 73.110 10.9287
6357.262002 73.279 13.5127
6403.329344 73.526 14.4849
6449.730508 73.776 14.6313
6496.467914 74.017 14.9153
6543.543998 74.266 15.3018
6590.961215 74.505 14.9370
6638.722037 74.653 13.4595
6686.828954 74.642 11.6040
6735.284473 74.500 10.5164
6784.091120 74.350 10.6611
6833.251441 74.329 11.5032
6882.767998 74.502 11.9333
6932.643372 74.827 11.1643
6982.880164 75.197 9.0735
7033.480992 75.490 5.9556
7084.448495 75.606 2.4365
7135.785329 75.507 -0.3691
7187.494171 75.239 -1.1169
7239.577717 74.920 0.8528
7292.038681 74.675 4.5054
7344.879799 74.562 7.5889
7398.103826 74.549 8.8987
7451.713536 74.580 8.9041
7505.711724 74.617 8.5786
7560.101205 74.644 8.7224
7614.884815 74.675 9.9492
7670.065409 74.755 12.3623
7725.645865 74.914 15.0640
7781.629080 75.126 16.8555
7838.017972 75.355 17.4304
7894.815481 75.604 17.1326
7952.024569 75.872 16.2295
8009.648217 76.129 14.9651
8067.689429 76.343 13.7566
8126.151233 76.517 12.9441
8185.036674 76.663 12.4280
8244.348824 76.774 11.7834
8304.090774 76.838 10.8127
8364.265639 76.862 9.6216
8424.876556 76.859 8.2207
8485.926684 76.808 6.6946
8547.419207 76.684 5.5535
8609.357330 76.508 5.4233
8671.744282 76.338 6.3633
8734.583316 76.216 7.7573
